                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.33885,                0.74913,                0.32394,                0.68479,                 0.6436,                0.68798,                0.40163,                0.42713,                0.85676,                0.49393,                 0.0001,                 0.0001,                 0.0001
                    156,                0.34483,                0.74648,                0.33011,                0.67612,                0.63982,                0.68836,                0.40156,                0.42877,                0.84922,                0.50264,                 0.0001,                 0.0001,                 0.0001
                    157,                0.34381,                0.72399,                0.32917,                0.68389,                0.63381,                0.68915,                0.40215,                0.42761,                 0.8524,                0.50228,                 0.0001,                 0.0001,                 0.0001
                    158,                 0.3327,                 0.7415,                0.32496,                0.68446,                0.63082,                0.68902,                0.40144,                0.43017,                0.84602,                0.50739,                 0.0001,                 0.0001,                 0.0001
                    159,                0.33263,                0.71253,                0.31984,                0.69334,                0.62968,                0.69045,                0.40131,                0.43069,                0.84621,                 0.5083,                 0.0001,                 0.0001,                 0.0001
                    160,                0.33878,                0.72054,                0.32303,                0.66587,                0.63964,                0.68835,                0.40094,                0.42892,                0.85647,                0.50682,                 0.0001,                 0.0001,                 0.0001
                    161,                0.34003,                0.73165,                0.32373,                0.68663,                0.64292,                0.69114,                0.40273,                0.42989,                0.85059,                0.50805,                 0.0001,                 0.0001,                 0.0001
                    162,                0.33916,                0.71873,                0.32766,                0.66891,                0.65147,                0.69413,                0.40351,                0.42764,                0.85425,                0.50495,                 0.0001,                 0.0001,                 0.0001
                    163,                0.33811,                0.71923,                0.32792,                0.67817,                0.65625,                0.69574,                  0.405,                0.42744,                0.85388,                0.50432,                 0.0001,                 0.0001,                 0.0001
                    164,                0.33861,                0.71182,                0.33173,                0.67772,                0.65947,                 0.6979,                0.40532,                0.42801,                0.85032,                0.50636,                 0.0001,                 0.0001,                 0.0001
                    165,                0.34067,                0.71919,                 0.3271,                0.70261,                0.64907,                0.69969,                0.40566,                0.42833,                0.84651,                 0.5051,                 0.0001,                 0.0001,                 0.0001
                    166,                 0.3343,                0.72203,                0.32477,                0.69563,                0.64872,                 0.7012,                0.40666,                0.43088,                0.84255,                0.50914,                 0.0001,                 0.0001,                 0.0001
                    167,                0.34007,                0.69788,                0.32917,                 0.7038,                0.64914,                0.70217,                0.40665,                0.43032,                 0.8434,                0.50671,                 0.0001,                 0.0001,                 0.0001
                    168,                0.34028,                0.70257,                0.32636,                0.69751,                0.65575,                 0.7025,                0.40799,                0.43253,                0.83495,                 0.5135,                 0.0001,                 0.0001,                 0.0001
                    169,                0.33972,                0.69956,                0.33673,                0.70118,                0.65512,                0.70257,                0.40796,                0.43187,                0.84142,                0.51241,                 0.0001,                 0.0001,                 0.0001
                    170,                0.34027,                0.70177,                0.33509,                 0.7103,                0.65104,                0.69917,                0.40552,                0.43117,                0.84663,                0.51227,                 0.0001,                 0.0001,                 0.0001
                    171,                0.33052,                0.71403,                0.31753,                0.70396,                0.64612,                0.69702,                0.40363,                 0.4298,                0.85211,                0.50551,                 0.0001,                 0.0001,                 0.0001
                    172,                0.33901,                0.70956,                0.32711,                0.71023,                0.64201,                0.69846,                0.40442,                0.43117,                0.84907,                 0.5069,                 0.0001,                 0.0001,                 0.0001
                    173,                0.33333,                 0.6901,                0.32356,                0.70166,                0.65046,                0.70077,                0.40417,                0.43191,                0.84788,                0.50692,                 0.0001,                 0.0001,                 0.0001
                    174,                0.33191,                 0.6808,                0.31954,                0.70978,                0.64366,                0.69974,                0.40447,                0.43161,                0.85014,                0.50651,                 0.0001,                 0.0001,                 0.0001
                    175,                0.33135,                0.70146,                0.31725,                0.72431,                 0.6396,                 0.7001,                0.40413,                0.43116,                 0.8529,                0.50604,                 0.0001,                 0.0001,                 0.0001
                    176,                0.33669,                0.69035,                0.32124,                0.69924,                0.64601,                0.70052,                0.40351,                0.42966,                0.85701,                0.50468,                 0.0001,                 0.0001,                 0.0001
                    177,                0.32925,                0.70232,                0.32082,                0.76166,                0.62329,                0.70163,                0.40452,                0.42957,                0.85777,                0.50093,                 0.0001,                 0.0001,                 0.0001
                    178,                0.33223,                0.72292,                0.31826,                0.68723,                0.64764,                0.70179,                  0.405,                0.42912,                 0.8553,                 0.5013,                 0.0001,                 0.0001,                 0.0001
                    179,                0.33327,                0.68654,                0.31798,                0.69172,                0.65512,                0.70205,                0.40598,                0.42824,                0.85366,                0.49789,                 0.0001,                 0.0001,                 0.0001
                    180,                0.33054,                0.69384,                0.31947,                0.69795,                0.65579,                0.70331,                0.40569,                 0.4282,                0.85609,                0.49475,                 0.0001,                 0.0001,                 0.0001
                    181,                0.32643,                0.67882,                0.31816,                0.69769,                0.65009,                 0.7026,                0.40357,                0.42896,                0.85686,                0.49633,                 0.0001,                 0.0001,                 0.0001
                    182,                0.32859,                0.68328,                0.31397,                0.70544,                0.65006,                 0.7034,                0.40398,                0.42729,                 0.8601,                0.49002,                 0.0001,                 0.0001,                 0.0001
                    183,                0.32057,                0.69141,                0.31206,                0.71306,                0.64997,                0.70489,                0.40482,                0.43052,                0.85486,                0.49327,                 0.0001,                 0.0001,                 0.0001
                    184,                0.32826,                0.68435,                 0.3216,                0.70302,                0.65433,                0.70383,                0.40464,                0.43039,                0.85648,                0.49553,                 0.0001,                 0.0001,                 0.0001
                    185,                 0.3231,                0.67741,                0.30954,                 0.6945,                0.66307,                0.70384,                0.40516,                0.43292,                0.84741,                0.50447,                 0.0001,                 0.0001,                 0.0001
                    186,                0.33437,                0.66464,                0.32426,                0.69857,                0.66492,                0.70406,                0.40669,                0.43356,                0.84476,                0.50582,                 0.0001,                 0.0001,                 0.0001
                    187,                0.32732,                0.66917,                0.31563,                0.70313,                0.66257,                0.70481,                0.40845,                0.43349,                0.84464,                 0.5068,                 0.0001,                 0.0001,                 0.0001
                    188,                0.33214,                0.67406,                0.31809,                0.71946,                0.64598,                0.70268,                0.40771,                 0.4385,                0.84026,                0.51068,                 0.0001,                 0.0001,                 0.0001
                    189,                0.32745,                0.68657,                0.32126,                0.73348,                0.63494,                0.70022,                0.40548,                0.43629,                0.84394,                0.50956,                 0.0001,                 0.0001,                 0.0001
                    190,                0.32243,                0.67408,                0.31318,                0.72693,                0.64617,                0.70154,                0.40628,                0.43674,                0.84418,                0.50926,                 0.0001,                 0.0001,                 0.0001
                    191,                0.33223,                0.67537,                0.31721,                0.71942,                0.65443,                0.70042,                0.40438,                0.43637,                0.84837,                0.50992,                 0.0001,                 0.0001,                 0.0001
                    192,                0.32894,                0.66028,                 0.3169,                0.72388,                0.65862,                0.70349,                 0.4058,                0.43611,                0.84649,                0.50912,                 0.0001,                 0.0001,                 0.0001
                    193,                0.32945,                0.65483,                0.31912,                0.72551,                0.65472,                0.70472,                0.40703,                0.44003,                0.84158,                0.52009,                 0.0001,                 0.0001,                 0.0001
                    194,                0.32439,                0.64722,                0.31608,                0.72129,                 0.6561,                0.70297,                0.40654,                0.43859,                0.84753,                0.51665,                 0.0001,                 0.0001,                 0.0001
                    195,                0.32285,                0.67129,                0.30324,                0.68247,                0.65778,                0.70037,                0.40603,                0.43951,                0.84868,                0.51723,                 0.0001,                 0.0001,                 0.0001
                    196,                0.32144,                0.65414,                0.31638,                0.68607,                0.65617,                0.70012,                0.40603,                0.43853,                0.84431,                0.51179,                 0.0001,                 0.0001,                 0.0001
                    197,                0.32614,                0.65964,                0.31668,                0.69074,                0.65797,                0.70111,                0.40675,                0.43963,                0.84325,                0.51283,                 0.0001,                 0.0001,                 0.0001
                    198,                0.32137,                0.65387,                0.31644,                0.69129,                0.66212,                0.70042,                0.40647,                0.44055,                0.83647,                0.51987,                 0.0001,                 0.0001,                 0.0001
                    199,                0.32459,                0.66772,                0.31993,                0.68592,                0.66209,                0.70093,                0.40504,                0.43903,                0.84236,                0.51779,                 0.0001,                 0.0001,                 0.0001
                    200,                0.31753,                0.64831,                0.30959,                 0.6903,                 0.6623,                0.70415,                0.40596,                0.43723,                0.84341,                0.51437,                 0.0001,                 0.0001,                 0.0001
