                  epoch,        train/giou_loss,         train/cls_loss,          train/l1_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),          val/giou_loss,           val/cls_loss,            val/l1_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     11,                0.56137,                  1.215,                0.55768,                0.17243,                0.19703,                0.13064,                0.05501,                 0.6916,                 1.2329,                 0.8518,                 0.0001,                 0.0001,                 0.0001
                     12,                0.56791,                 1.2194,                0.55763,                0.42202,                0.32977,                0.25701,                0.11025,                0.55059,                 1.2057,                0.60464,                 0.0001,                 0.0001,                 0.0001
                     13,                0.54157,                 1.2373,                0.52741,                0.37039,                0.23259,                0.20451,                0.08054,                0.60983,                 1.2474,                0.71607,                 0.0001,                 0.0001,                 0.0001
                     14,                0.53686,                  1.233,                0.52509,                0.40802,                0.31319,                0.26153,                0.11726,                0.50964,                 1.2585,                0.54938,                 0.0001,                 0.0001,                 0.0001
                     15,                0.50394,                 1.2326,                0.49528,                0.64465,                0.26178,                0.32071,                0.14619,                0.47349,                 1.2558,                0.51477,                 0.0001,                 0.0001,                 0.0001
                     16,                0.49226,                 1.2275,                0.47568,                0.47062,                0.29842,                0.28251,                0.14349,                0.47927,                 1.2452,                0.51957,                 0.0001,                 0.0001,                 0.0001
                     17,                0.50001,                 1.2166,                0.47705,                0.54154,                0.32514,                0.32651,                0.14961,                 0.4829,                 1.2333,                0.51381,                 0.0001,                 0.0001,                 0.0001
                     18,                0.49132,                 1.2115,                0.47215,                0.54351,                0.39011,                0.39267,                0.18772,                0.44476,                 1.2364,                0.46626,                 0.0001,                 0.0001,                 0.0001
                     19,                0.49405,                 1.1708,                0.48028,                0.59595,                0.38565,                 0.4021,                0.20601,                0.46396,                 1.1889,                0.49778,                 0.0001,                 0.0001,                 0.0001
                     20,                0.48622,                 1.1801,                0.45792,                0.34433,                0.46647,                0.39812,                  0.198,                0.46637,                 1.1901,                0.48002,                 0.0001,                 0.0001,                 0.0001
                     21,                0.47658,                 1.1777,                0.45507,                0.50127,                0.35272,                0.35473,                0.18564,                0.46685,                 1.2314,                0.49684,                 0.0001,                 0.0001,                 0.0001
                     22,                0.48271,                 1.1485,                0.46363,                0.53613,                0.44648,                0.44625,                0.22834,                0.44978,                 1.1607,                 0.4838,                 0.0001,                 0.0001,                 0.0001
                     23,                0.47444,                 1.1441,                 0.4473,                0.64471,                0.39624,                0.44813,                0.22765,                 0.4495,                  1.163,                0.45433,                 0.0001,                 0.0001,                 0.0001
                     24,                 0.4657,                 1.1498,                0.44538,                0.59592,                0.39494,                0.43314,                0.22611,                0.43503,                 1.1752,                0.46171,                 0.0001,                 0.0001,                 0.0001
                     25,                0.47148,                 1.1261,                0.44747,                0.63558,                0.37289,                0.45259,                0.23898,                0.45092,                 1.1511,                0.46768,                 0.0001,                 0.0001,                 0.0001
                     26,                 0.4617,                 1.1254,                0.44089,                0.62916,                0.41669,                0.47959,                0.24756,                0.45276,                 1.1353,                0.46907,                 0.0001,                 0.0001,                 0.0001
                     27,                0.46624,                  1.112,                0.44578,                0.60163,                0.45097,                0.48427,                0.24721,                0.43028,                 1.1776,                0.44901,                 0.0001,                 0.0001,                 0.0001
                     28,                0.45967,                 1.1118,                0.43846,                0.69947,                0.41965,                0.49748,                0.26065,                0.43428,                 1.1203,                0.46819,                 0.0001,                 0.0001,                 0.0001
                     29,                0.45138,                 1.1035,                0.42331,                0.70517,                0.43827,                0.52761,                0.27472,                0.43695,                 1.0998,                 0.4624,                 0.0001,                 0.0001,                 0.0001
                     30,                0.45064,                 1.0947,                0.42828,                0.69399,                0.44402,                0.50942,                0.27029,                0.42918,                 1.1332,                 0.4427,                 0.0001,                 0.0001,                 0.0001
                     31,                0.44991,                 1.0802,                0.42477,                0.72693,                0.42613,                0.51609,                0.28065,                  0.435,                 1.1082,                0.43711,                 0.0001,                 0.0001,                 0.0001
                     32,                0.44482,                 1.1053,                0.42301,                0.67143,                   0.44,                0.52639,                0.28406,                 0.4352,                   1.11,                0.43963,                 0.0001,                 0.0001,                 0.0001
                     33,                 0.4439,                 1.0704,                0.42336,                0.75629,                0.43591,                0.54312,                0.28819,                0.43523,                 1.0901,                0.45057,                 0.0001,                 0.0001,                 0.0001
                     34,                0.44717,                 1.0636,                0.42891,                0.70725,                 0.4465,                0.52486,                0.28601,                0.42699,                 1.1106,                0.44708,                 0.0001,                 0.0001,                 0.0001
                     35,                0.43771,                 1.0654,                0.41302,                0.68872,                0.46218,                0.53738,                0.29841,                0.42803,                 1.0861,                0.45691,                 0.0001,                 0.0001,                 0.0001
                     36,                0.44509,                 1.0474,                0.41967,                0.73481,                0.44157,                0.54289,                0.30583,                0.42565,                 1.0726,                0.45321,                 0.0001,                 0.0001,                 0.0001
                     37,                0.44487,                 1.0412,                0.41683,                0.69178,                0.47069,                0.55922,                0.31015,                0.42156,                 1.0687,                0.44568,                 0.0001,                 0.0001,                 0.0001
                     38,                0.43955,                 1.0493,                0.41584,                 0.6749,                0.44989,                0.54448,                0.30244,                0.41849,                  1.076,                0.44507,                 0.0001,                 0.0001,                 0.0001
                     39,                0.43677,                 1.0378,                0.42068,                 0.6808,                0.46456,                0.56006,                0.31027,                0.41892,                 1.0618,                 0.4419,                 0.0001,                 0.0001,                 0.0001
                     40,                0.43734,                  1.029,                0.40897,                0.72249,                0.47393,                0.56461,                0.31867,                0.42051,                 1.0417,                0.46777,                 0.0001,                 0.0001,                 0.0001
                     41,                0.44699,                 1.0276,                0.42821,                0.73573,                0.46486,                0.55521,                0.30508,                0.41446,                 1.0625,                0.45648,                 0.0001,                 0.0001,                 0.0001
                     42,                0.42923,                 1.0183,                0.40545,                 0.7364,                0.45316,                0.55326,                0.30517,                0.41424,                 1.0597,                  0.445,                 0.0001,                 0.0001,                 0.0001
                     43,                0.43035,                 1.0264,                0.40609,                 0.7386,                0.47173,                0.55573,                0.31019,                0.41408,                 1.0654,                0.44961,                 0.0001,                 0.0001,                 0.0001
                     44,                 0.4367,                0.99578,                0.41707,                0.75122,                0.46452,                0.56018,                0.30784,                0.41717,                 1.0588,                0.45713,                 0.0001,                 0.0001,                 0.0001
                     45,                0.43143,                 1.0197,                0.40547,                0.73239,                0.46564,                0.56756,                0.31384,                0.41892,                 1.0421,                0.45906,                 0.0001,                 0.0001,                 0.0001
                     46,                0.43249,                 1.0095,                0.40534,                0.74241,                0.45843,                0.56722,                0.31587,                0.42175,                  1.035,                0.46099,                 0.0001,                 0.0001,                 0.0001
                     47,                0.43092,                0.99984,                0.40196,                0.74177,                0.46376,                0.57571,                0.32197,                 0.4181,                 1.0385,                0.46104,                 0.0001,                 0.0001,                 0.0001
                     48,                0.43108,                0.99484,                0.40553,                0.76208,                0.45222,                0.57968,                0.32074,                0.41902,                 1.0398,                0.46162,                 0.0001,                 0.0001,                 0.0001
                     49,                 0.4257,                0.99713,                0.40106,                0.75778,                0.45858,                0.57904,                0.32391,                0.41835,                 1.0401,                0.46184,                 0.0001,                 0.0001,                 0.0001
                     50,                 0.4206,                0.98625,                0.39437,                0.75739,                 0.4547,                0.57904,                0.32407,                0.42259,                 1.0325,                0.46116,                 0.0001,                 0.0001,                 0.0001
                     51,                0.42073,                 1.0123,                0.39697,                0.75752,                0.46516,                0.58572,                0.32641,                0.42434,                 1.0254,                0.46155,                 0.0001,                 0.0001,                 0.0001
                     52,                0.42436,                0.96763,                0.40776,                0.75694,                0.47554,                0.58541,                0.32543,                 0.4246,                 1.0195,                 0.4672,                 0.0001,                 0.0001,                 0.0001
                     53,                0.41889,                0.98452,                0.40268,                0.73801,                0.47881,                0.58678,                 0.3233,                 0.4259,                 1.0144,                0.47117,                 0.0001,                 0.0001,                 0.0001
                     54,                0.41679,                0.97198,                0.38874,                0.74421,                 0.4773,                 0.5857,                0.32284,                0.42742,                 1.0081,                0.47123,                 0.0001,                 0.0001,                 0.0001
                     55,                0.42528,                0.96092,                0.40828,                0.75526,                 0.4807,                0.59209,                0.32479,                0.42858,                 1.0061,                0.47266,                 0.0001,                 0.0001,                 0.0001
                     56,                0.42267,                 0.9488,                0.40347,                0.72492,                0.51461,                0.59407,                0.32812,                0.42941,                 1.0002,                0.47363,                 0.0001,                 0.0001,                 0.0001
                     57,                0.40822,                0.96919,                0.37534,                0.75233,                0.49664,                0.59811,                 0.3295,                0.42668,                  1.005,                0.47027,                 0.0001,                 0.0001,                 0.0001
                     58,                0.41826,                0.95899,                0.39368,                0.79114,                0.47981,                0.59979,                0.33133,                0.42444,                 1.0049,                0.46193,                 0.0001,                 0.0001,                 0.0001
                     59,                0.41071,                0.96222,                0.38881,                0.73155,                0.49774,                0.60181,                0.33199,                0.42433,                 1.0057,                0.45996,                 0.0001,                 0.0001,                 0.0001
                     60,                0.42527,                0.95483,                0.40146,                0.72435,                0.50039,                0.60255,                0.33316,                0.42524,                 1.0086,                0.45587,                 0.0001,                 0.0001,                 0.0001
                     61,                0.41364,                  0.954,                0.39201,                0.72019,                0.51125,                0.60095,                0.33352,                0.42362,                 1.0096,                0.45832,                 0.0001,                 0.0001,                 0.0001
                     62,                 0.4058,                0.94338,                0.38623,                0.73668,                0.52016,                0.60139,                0.33393,                0.42189,                 1.0107,                0.45589,                 0.0001,                 0.0001,                 0.0001
                     63,                0.40074,                 0.9461,                0.38102,                0.73101,                0.52353,                0.60192,                0.33538,                 0.4239,                0.99946,                0.46142,                 0.0001,                 0.0001,                 0.0001
                     64,                0.40345,                0.95389,                0.39486,                  0.649,                0.51855,                0.60097,                 0.3355,                0.42051,                 1.0097,                0.45389,                 0.0001,                 0.0001,                 0.0001
                     65,                0.40307,                0.93429,                0.38516,                0.66003,                 0.5211,                0.60181,                 0.3354,                0.41986,                 1.0092,                0.45402,                 0.0001,                 0.0001,                 0.0001
                     66,                0.41592,                0.93833,                0.40132,                0.64257,                 0.5221,                0.60148,                0.33395,                0.42249,                 1.0041,                0.45735,                 0.0001,                 0.0001,                 0.0001
                     67,                0.40619,                0.93273,                0.38623,                0.69221,                0.52598,                0.60418,                0.33622,                0.42249,                0.99044,                0.46755,                 0.0001,                 0.0001,                 0.0001
                     68,                0.40063,                0.93431,                0.38678,                0.74182,                0.51947,                0.60812,                0.33808,                0.42205,                0.98515,                0.46818,                 0.0001,                 0.0001,                 0.0001
                     69,                0.40948,                0.91828,                0.38566,                0.75415,                0.51345,                0.61016,                0.33914,                0.42068,                0.98545,                0.46616,                 0.0001,                 0.0001,                 0.0001
                     70,                0.40022,                   0.93,                0.38146,                0.74993,                0.51993,                 0.6119,                0.33935,                 0.4206,                0.98215,                0.46557,                 0.0001,                 0.0001,                 0.0001
                     71,                0.39612,                0.95185,                 0.3769,                0.76226,                0.51957,                0.61147,                0.33988,                0.41962,                0.98591,                0.46071,                 0.0001,                 0.0001,                 0.0001
                     72,                0.40602,                0.91297,                0.38315,                0.78654,                0.51469,                0.61229,                0.34273,                0.41919,                0.98616,                0.46256,                 0.0001,                 0.0001,                 0.0001
                     73,                0.39926,                0.90133,                0.38607,                0.79171,                0.50638,                0.61396,                0.34427,                0.41936,                0.98018,                0.46554,                 0.0001,                 0.0001,                 0.0001
                     74,                0.39856,                 0.9156,                0.37678,                0.80464,                0.50561,                0.61863,                0.34752,                0.41883,                0.97685,                0.46843,                 0.0001,                 0.0001,                 0.0001
                     75,                0.40161,                0.90474,                0.38282,                0.77727,                0.52481,                0.62064,                0.34906,                0.41743,                0.97406,                0.46932,                 0.0001,                 0.0001,                 0.0001
                     76,                0.39633,                0.91927,                0.37606,                 0.7907,                0.52625,                0.62403,                0.35223,                0.41588,                0.97476,                0.46359,                 0.0001,                 0.0001,                 0.0001
                     77,                0.39633,                0.89433,                0.37848,                0.68119,                0.54049,                0.62535,                0.35239,                0.41483,                0.97819,                0.46314,                 0.0001,                 0.0001,                 0.0001
                     78,                0.39841,                0.89707,                0.37401,                0.69739,                0.54524,                0.62845,                0.35156,                0.41335,                0.98211,                0.45946,                 0.0001,                 0.0001,                 0.0001
                     79,                0.39841,                 0.9048,                0.37451,                0.84454,                0.49458,                0.62851,                0.35084,                  0.413,                0.98788,                0.45445,                 0.0001,                 0.0001,                 0.0001
                     80,                0.39244,                0.89527,                0.37038,                0.70115,                0.54381,                0.62424,                0.35215,                0.41187,                0.99341,                0.44986,                 0.0001,                 0.0001,                 0.0001
                     81,                0.39075,                0.89135,                0.36959,                0.74712,                0.54003,                0.62757,                0.35329,                0.41222,                0.98747,                0.44831,                 0.0001,                 0.0001,                 0.0001
                     82,                0.39262,                0.88045,                0.37408,                0.71898,                0.55021,                0.62948,                0.35503,                0.41294,                0.98441,                0.44885,                 0.0001,                 0.0001,                 0.0001
                     83,                 0.3976,                0.86375,                 0.3828,                0.78835,                0.52503,                0.63124,                 0.3568,                0.41182,                0.98313,                0.44773,                 0.0001,                 0.0001,                 0.0001
                     84,                  0.393,                0.86295,                0.37367,                0.74236,                0.54552,                0.63728,                0.36236,                0.41111,                0.97921,                 0.4466,                 0.0001,                 0.0001,                 0.0001
                     85,                0.39022,                0.86683,                0.37179,                0.71726,                 0.5685,                 0.6371,                0.36032,                 0.4132,                0.97225,                0.45015,                 0.0001,                 0.0001,                 0.0001
                     86,                 0.3879,                0.87495,                0.36692,                0.71337,                0.56734,                0.64181,                0.36342,                0.41445,                0.95939,                0.45708,                 0.0001,                 0.0001,                 0.0001
                     87,                0.38973,                0.88234,                0.37258,                 0.7177,                0.56832,                 0.6435,                0.36552,                0.41333,                0.96042,                0.45584,                 0.0001,                 0.0001,                 0.0001
                     88,                0.38793,                 0.8758,                0.36295,                0.73453,                0.56855,                0.64565,                0.36625,                0.41464,                0.94699,                0.46942,                 0.0001,                 0.0001,                 0.0001
                     89,                0.39485,                0.86757,                0.37943,                0.74471,                0.56289,                0.64641,                0.36592,                0.41371,                0.95026,                0.46731,                 0.0001,                 0.0001,                 0.0001
                     90,                0.39066,                0.87147,                0.37368,                0.72496,                 0.5621,                0.64405,                0.36448,                0.41437,                0.95796,                0.45771,                 0.0001,                 0.0001,                 0.0001
                     91,                0.38555,                0.87237,                 0.3701,                0.72614,                0.56521,                0.64662,                0.36859,                0.41564,                0.94869,                0.45751,                 0.0001,                 0.0001,                 0.0001
                     92,                0.38981,                0.87228,                0.37385,                0.72022,                0.56927,                0.64979,                0.37047,                0.41951,                0.93713,                0.46097,                 0.0001,                 0.0001,                 0.0001
                     93,                0.38888,                0.85202,                0.37589,                0.71933,                 0.5602,                0.64982,                0.36994,                0.41798,                0.93426,                 0.4644,                 0.0001,                 0.0001,                 0.0001
                     94,                0.38564,                0.84512,                0.36236,                0.71442,                0.56145,                0.64934,                0.36958,                0.41596,                0.93978,                0.45891,                 0.0001,                 0.0001,                 0.0001
                     95,                 0.3849,                0.86135,                0.36952,                0.73207,                0.55714,                0.65201,                0.37171,                0.41871,                0.93207,                0.46297,                 0.0001,                 0.0001,                 0.0001
                     96,                 0.3911,                0.85176,                0.37651,                 0.7454,                0.54853,                0.65509,                0.37269,                  0.418,                0.93229,                0.45932,                 0.0001,                 0.0001,                 0.0001
                     97,                0.38751,                0.84163,                0.37573,                0.72748,                 0.5654,                 0.6599,                0.37629,                0.41867,                0.92552,                0.46223,                 0.0001,                 0.0001,                 0.0001
                     98,                0.38492,                 0.8401,                0.37211,                0.72758,                 0.5729,                0.66033,                0.37601,                0.41775,                0.92594,                0.46217,                 0.0001,                 0.0001,                 0.0001
                     99,                0.38133,                0.83889,                0.36221,                 0.7133,                0.58102,                 0.6608,                0.37781,                0.41801,                  0.919,                0.46605,                 0.0001,                 0.0001,                 0.0001
                    100,                0.38634,                0.84573,                0.37272,                0.71618,                0.57159,                0.66202,                 0.3789,                0.41649,                0.92109,                0.46638,                 0.0001,                 0.0001,                 0.0001
                    101,                 0.3834,                  0.843,                0.37633,                0.66771,                0.59936,                0.66439,                0.37811,                0.41953,                0.90639,                0.48115,                 0.0001,                 0.0001,                 0.0001
                    102,                0.38467,                0.84386,                0.36395,                0.68244,                0.59936,                 0.6652,                0.37986,                0.42197,                0.89948,                0.48064,                 0.0001,                 0.0001,                 0.0001
                    103,                 0.3811,                0.84181,                0.36249,                0.69607,                0.59673,                  0.666,                0.38259,                0.42071,                0.90024,                 0.4803,                 0.0001,                 0.0001,                 0.0001
                    104,                0.38255,                0.82211,                0.37187,                0.69479,                0.59464,                0.66608,                0.38169,                0.42041,                0.89802,                0.48028,                 0.0001,                 0.0001,                 0.0001
                    105,                0.38379,                 0.8288,                0.36551,                0.65899,                0.61404,                0.66796,                0.38389,                0.41967,                0.89637,                0.47932,                 0.0001,                 0.0001,                 0.0001
                    106,                0.37322,                0.84828,                0.35648,                0.66876,                0.61387,                0.66837,                 0.3843,                0.41926,                0.89426,                0.47961,                 0.0001,                 0.0001,                 0.0001
                    107,                0.38187,                 0.8119,                0.36752,                0.67697,                0.61339,                0.67003,                0.38644,                0.41922,                0.89269,                0.48016,                 0.0001,                 0.0001,                 0.0001
                    108,                0.37634,                0.82637,                0.35845,                0.67338,                0.61277,                0.67008,                0.38715,                0.41776,                0.89989,                 0.4765,                 0.0001,                 0.0001,                 0.0001
                    109,                0.37777,                0.82461,                0.35908,                0.66859,                0.60627,                0.66974,                0.38616,                 0.4185,                0.89816,                0.47732,                 0.0001,                 0.0001,                 0.0001
                    110,                0.37447,                 0.8128,                0.35854,                0.66277,                0.61536,                0.67222,                 0.3854,                 0.4216,                0.89035,                0.48303,                 0.0001,                 0.0001,                 0.0001
                    111,                0.37927,                0.80228,                0.36197,                0.65359,                0.62359,                0.67689,                0.38683,                0.42369,                0.88336,                0.48495,                 0.0001,                 0.0001,                 0.0001
                    112,                0.37481,                 0.8255,                0.35899,                0.65649,                 0.6278,                0.67855,                0.38792,                 0.4235,                0.88323,                0.48386,                 0.0001,                 0.0001,                 0.0001
                    113,                0.37603,                0.82194,                0.35516,                0.64898,                0.61856,                0.67755,                0.38848,                0.42412,                0.88107,                0.48618,                 0.0001,                 0.0001,                 0.0001
                    114,                0.37506,                0.81476,                0.35994,                0.65177,                0.62259,                 0.6773,                0.38806,                0.42333,                0.88293,                0.48422,                 0.0001,                 0.0001,                 0.0001
                    115,                0.37254,                 0.8174,                0.35699,                0.66499,                0.61558,                0.67733,                 0.3897,                0.42342,                0.88194,                0.48414,                 0.0001,                 0.0001,                 0.0001
                    116,                0.37482,                0.80813,                0.36324,                0.70784,                0.60377,                 0.6775,                0.38874,                0.42363,                0.88089,                0.48781,                 0.0001,                 0.0001,                 0.0001
                    117,                0.36835,                0.81551,                0.34609,                0.72289,                 0.5959,                0.67874,                0.38983,                0.42222,                0.88558,                0.48243,                 0.0001,                 0.0001,                 0.0001
                    118,                0.37657,                0.79173,                0.36035,                0.72566,                0.59873,                0.67967,                0.39151,                0.42066,                0.88703,                0.48192,                 0.0001,                 0.0001,                 0.0001
                    119,                0.37805,                0.79362,                0.36141,                0.72144,                0.60087,                 0.6798,                0.39134,                 0.4215,                0.88609,                0.48196,                 0.0001,                 0.0001,                 0.0001
                    120,                0.36672,                0.79745,                0.35344,                0.70013,                 0.6049,                0.68085,                0.39182,                0.42232,                0.88043,                0.48438,                 0.0001,                 0.0001,                 0.0001
                    121,                0.37354,                0.77813,                0.36416,                0.70642,                0.61037,                0.68278,                0.39277,                0.42084,                0.88687,                0.48376,                 0.0001,                 0.0001,                 0.0001
                    122,                0.36088,                0.81023,                 0.3528,                0.70553,                0.61285,                 0.6844,                0.39382,                0.42643,                0.86819,                0.49664,                 0.0001,                 0.0001,                 0.0001
                    123,                0.36162,                0.81608,                0.34163,                0.71668,                0.61216,                0.68356,                 0.3937,                0.42805,                 0.8657,                0.49733,                 0.0001,                 0.0001,                 0.0001
                    124,                0.36483,                0.79893,                0.34741,                0.71857,                0.61433,                0.68307,                0.39273,                0.42767,                0.86775,                0.49116,                 0.0001,                 0.0001,                 0.0001
                    125,                0.37612,                0.79023,                0.36159,                0.72362,                0.60528,                0.68606,                0.39282,                0.42677,                0.86999,                0.49062,                 0.0001,                 0.0001,                 0.0001
                    126,                0.36196,                0.78847,                0.34764,                 0.7264,                0.60496,                0.68422,                0.39117,                0.42735,                0.87063,                 0.4909,                 0.0001,                 0.0001,                 0.0001
                    127,                 0.3643,                0.80776,                 0.3442,                0.72736,                0.60349,                0.68464,                0.39121,                 0.4276,                0.87052,                0.49266,                 0.0001,                 0.0001,                 0.0001
                    128,                0.36896,                0.78435,                0.35859,                0.72087,                0.61038,                0.68406,                0.39183,                0.42603,                0.87407,                0.48885,                 0.0001,                 0.0001,                 0.0001
                    129,                0.36893,                0.77801,                0.34853,                0.71024,                0.61016,                0.68558,                0.39145,                0.42316,                0.88177,                0.48497,                 0.0001,                 0.0001,                 0.0001
                    130,                 0.3668,                0.78102,                0.34539,                0.71212,                0.61387,                 0.6855,                0.39234,                 0.4223,                0.88472,                 0.4828,                 0.0001,                 0.0001,                 0.0001
                    131,                0.35634,                0.78806,                0.35061,                0.71419,                0.61006,                0.68596,                0.39198,                0.42411,                0.87741,                0.48892,                 0.0001,                 0.0001,                 0.0001
                    132,                0.37124,                0.77743,                0.35666,                0.71484,                0.61019,                0.68918,                0.39234,                0.42434,                0.87523,                0.48781,                 0.0001,                 0.0001,                 0.0001
                    133,                0.36255,                0.78437,                0.34906,                0.72395,                0.61821,                0.68982,                0.39264,                 0.4229,                 0.8773,                0.48854,                 0.0001,                 0.0001,                 0.0001
                    134,                0.36333,                0.76459,                0.34961,                0.69622,                0.62756,                0.68885,                 0.3909,                0.42351,                 0.8778,                0.49093,                 0.0001,                 0.0001,                 0.0001
                    135,                0.36471,                0.76713,                0.34715,                0.69166,                0.62487,                0.68989,                0.39065,                0.42294,                0.88155,                 0.4913,                 0.0001,                 0.0001,                 0.0001
                    136,                0.36525,                 0.7583,                0.35104,                0.69851,                  0.624,                0.68992,                0.39195,                0.42357,                 0.8812,                0.48935,                 0.0001,                 0.0001,                 0.0001
                    137,                0.36511,                0.77073,                0.35139,                0.70477,                0.62852,                0.69112,                0.39197,                0.42487,                0.87827,                0.49146,                 0.0001,                 0.0001,                 0.0001
                    138,                0.36607,                0.77127,                0.35758,                0.70377,                0.62863,                0.68907,                0.39235,                0.42348,                0.88773,                0.48437,                 0.0001,                 0.0001,                 0.0001
                    139,                0.36064,                0.76025,                0.34519,                0.72385,                0.62773,                0.68775,                 0.3935,                0.42278,                0.88932,                0.48232,                 0.0001,                 0.0001,                 0.0001
                    140,                0.36296,                0.75433,                0.35249,                0.71044,                 0.6273,                0.68946,                0.39429,                 0.4225,                0.88417,                0.48165,                 0.0001,                 0.0001,                 0.0001
                    141,                0.35597,                0.77007,                0.34608,                0.72339,                0.62701,                0.69122,                0.39475,                0.42254,                0.88161,                0.48339,                 0.0001,                 0.0001,                 0.0001
                    142,                0.35941,                0.75533,                0.35061,                0.72175,                0.62423,                0.69177,                0.39534,                0.42334,                 0.8762,                 0.4883,                 0.0001,                 0.0001,                 0.0001
                    143,                0.35845,                0.76236,                0.34339,                0.72201,                0.62583,                0.69246,                0.39542,                0.42421,                0.87339,                 0.4891,                 0.0001,                 0.0001,                 0.0001
                    144,                0.36231,                0.75239,                  0.347,                0.73057,                0.62653,                0.69452,                 0.3955,                0.42508,                0.86942,                0.48993,                 0.0001,                 0.0001,                 0.0001
                    145,                0.36626,                0.74403,                0.35121,                0.73297,                0.62117,                0.69695,                0.39723,                0.42595,                0.86487,                0.49083,                 0.0001,                 0.0001,                 0.0001
                    146,                0.35165,                0.74933,                 0.3343,                0.72696,                0.61985,                0.69722,                0.39666,                0.42649,                 0.8622,                0.49149,                 0.0001,                 0.0001,                 0.0001
                    147,                0.35253,                0.74458,                0.33722,                0.68866,                0.64133,                0.69658,                 0.3959,                0.42651,                0.86183,                0.49061,                 0.0001,                 0.0001,                 0.0001
                    148,                0.35598,                0.74038,                0.34563,                0.71929,                0.63353,                0.70088,                0.39806,                0.42742,                0.85701,                0.49196,                 0.0001,                 0.0001,                 0.0001
                    149,                0.35739,                0.72556,                0.34292,                0.69565,                0.64415,                0.70235,                0.39879,                0.42893,                0.85625,                0.49169,                 0.0001,                 0.0001,                 0.0001
                    150,                0.35639,                0.74178,                0.34749,                0.69747,                0.64639,                0.70235,                0.39879,                0.42985,                0.85151,                0.49238,                 0.0001,                 0.0001,                 0.0001
                    151,                0.34771,                0.74885,                0.33599,                0.68389,                0.64467,                0.69841,                0.39848,                0.42953,                0.85539,                0.49356,                 0.0001,                 0.0001,                 0.0001
                    152,                0.35599,                0.73235,                0.34616,                0.68606,                0.63394,                0.69611,                0.39705,                0.43053,                0.85431,                 0.4955,                 0.0001,                 0.0001,                 0.0001
                    153,                0.35589,                0.72385,                 0.3502,                0.67859,                0.64902,                0.69831,                0.39646,                0.42959,                0.85731,                0.49306,                 0.0001,                 0.0001,                 0.0001
                    154,                0.35418,                0.73317,                0.33756,                0.67914,                0.65684,                0.70036,                 0.3982,                0.43072,                0.85013,                0.49994,                 0.0001,                 0.0001,                 0.0001
                    155,                0.35203,                0.72796,                0.33904,                0.67337,                 0.6655,                0.70044,                0.39842,                0.43109,                0.84687,                0.50152,                 0.0001,                 0.0001,                 0.0001
                    156,                0.35864,                0.72255,                0.35334,                0.67221,                0.66746,                0.70178,                0.39713,                0.43249,                0.84286,                0.50465,                 0.0001,                 0.0001,                 0.0001
                    157,                0.35885,                  0.722,                0.35171,                0.67518,                0.66246,                0.69929,                0.39655,                 0.4322,                 0.8463,                0.50354,                 0.0001,                 0.0001,                 0.0001
                    158,                0.35037,                0.71716,                0.34431,                0.66931,                0.64783,                 0.6981,                0.39634,                0.43171,                0.84904,                0.50352,                 0.0001,                 0.0001,                 0.0001
